"_5_digit_ntd_id","agency","max_reporter_type","max_organization_type","max_city","max_state","report_year","max_agency_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles"
"30030","Washington Metropolitan Area Transit Authority, dba: Washington Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","Washington","DC","2023","2727","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","1108","4645915","144583562","129413131","15170431","107660799","9624001","8664787","959214","0","0","0","11924438","11900027","24411","522898","521698","1200","231023784","1394146",,"912604948","281.32"
"30034","Maryland Transit Administration, dba: MTA","Full Reporter","State Government Unit or Department of Transportation","Baltimore","MD","2023","1550","04843","Baltimore, MD","654.93","2212038","2560","7811145","62345023","56442688","8700427","43059796","4286022","3770860","665133","0","0","0","3521736","3358684","163052","129518","119458","10060","57907024","2417466","0","343206699","524.19"
"30035","Ohio Valley Regional Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Wheeling","WV","2023","17","94726","Wheeling, WV--OH","36.81","57695","27","57416","829012","800208","28804","764560","59462","56985","2477","8","0","0","0","0",,"0","0",,"317863","6303",,"1774356","0"
"30036","City of Charlottesville, dba: Charlottesville Area Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Charlottesville","VA","2023","19","15724","Charlottesville, VA","36.87","104191","38","85755","0","782453","0","0","0","73720","0",,,"0","0","0",,"0","0",,"1147018",,,"0","0"
"30040","City of Annapolis, dba: Annapolis Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Annapolis","MD","2023","12","04843","Baltimore, MD","654.93","2212038","20","97649","0","460296","0","0","0","47142","0",,,"0","0","0",,"0","0",,"306465",,"0","0","0"
"30041","Board of Commissioners of Allegany County Maryland, dba: Allegany County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cumberland","MD","2023","17",,,"0",,,,"0","262860","0","0","0","20978","0",,,"0","0","0",,"0","0",,"107209",,"0","0","0"
"30042","Washington County , dba: Washington County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Hagerstown","MD","2023","12","36190","Hagerstown, MD--WV--PA--VA","120.77","197557","70","48220","0","478694","0","0","0","32390","0",,,"0","0","0",,"0","0",,"348048",,"0","0","0"
"30044","Westmoreland County Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Greensburg","PA","2023","73","69697","Pittsburgh, PA","906.64","1745039","1028","364663","2947675","2298450","649225","943224","140319","110884","29435","0","0","0","0","0",,"0","0",,"350383","15679","0","4294890","13.6"
"30045","JAUNT, Inc.","Full Reporter","Other Publicly-Owned or Privately Chartered Corporation","Charlottesville","VA","2023","77","15724","Charlottesville, VA","36.87","104191","2719","275944","1596610","1451126","145484","234786","98498","91701","6797","0","0","0","0","0",,"0","0",,"240235","99524","14385","2433504","0"
"30051","Montgomery County, Maryland, dba: Ride On","Full Reporter","City, County or Local Government Unit or Department of Transportation","Rockville","MD","2023","288","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","495","1062061","14970284","12399309","2570975","12839484","1108692","974883","133809",,,"0","0","0",,"0","0",,"14372995",,,"58141297","0"
"30053","City of Bristol Virginia, dba: Bristol Virginia Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Bristol","VA","2023","7","10351","Bristol, TN--VA","68.69","70638","13","17219","0","94273","0","0","0","7856","0",,,"0","0","0",,"0","0",,"43341",,"0","0","0"
"30054","Centre Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","State College","PA","2023","90","84493","State College, PA","25.92","83674","92","104135","2586355","2374422","211933","1430280","184660","165011","19649","0","0","0","0","0",,"0","0",,"4823095","14990",,"11988843","0"
"30055","Mercer County Regional Council of Governments, dba: Shenango Valley Shuttle Service /MCCT","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Sharon","PA","2023","24","00042","Pennsylvania Non-UZA","0","4196634","173","96432","0","656302","0","0","0","40438","0",,,"0","0","0",,"0","0",,"125393",,"0","0","0"
"30057","Pennsylvania Department of Transportation","Full Reporter","State Government Unit or Department of Transportation","Harrisburg","PA","2023","20","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","2092","3554425","2120274","2120274","0","2141308","37378","37378","0",,,"0","428688","428688","0","7369","7369","0","530252",,,"33974346","144.4"
"30058","City of Fairfax, dba: CUE Bus","Full Reporter","City, County or Local Government Unit or Department of Transportation","Fairfax","VA","2023","8","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","6","22565","448733","434730","14003","435252","35338","34460","878",,,"0","0","0",,"0","0",,"845194",,,"2558100","0"
"30061","Mid Mon Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Charleroi","PA","2023","22","69697","Pittsburgh, PA","906.64","1745039","44","79666","907888","753987","153901","761644","53854","46279","7575","0","0","0","0","0",,"0","0",,"209190",,,"2319917","7.76"
"30068","Fairfax County, VA, dba: Fairfax Connector Bus System","Full Reporter","City, County or Local Government Unit or Department of Transportation","Fairfax","VA","2023","278","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","407","1172646","13327653","11068404","2259249","11055349","930593","848788","81805","0","0","0","0","0",,"0","0",,"8365190",,,"44414321","1.9"
"30069","City of Danville , dba: Danville Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Danville","VA","2023","18",,,"0",,,,"0","531550","0","0","0","34549","0",,,"0","0","0",,"0","0",,"247338",,"0","0","0"
"30070","Potomac and Rappahannock Transportation Commission, dba: OmniRide","Full Reporter","Independent Public Agency or Authority of Transit Service","Woodbridge","VA","2023","420","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","361","482204","11343455","9171316","2172139","3664355","363073","292274","70799","0","0","0","0","0",,"0","0",,"2158231",,,"54836885","0"
"30071","City of Alexandria , dba: DASH","Full Reporter","City, County or Local Government Unit or Department of Transportation","Alexandria","VA","2023","92","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","16","159200","3288586","2895150","393436","2645830","347051","309791","37260","898","0","0","0","0",,"0","0",,"4580105","39245","0","10493813","0"
"30072","Frederick County, Maryland, dba: TransIt Services of Frederick","Full Reporter","City, County or Local Government Unit or Department of Transportation","Frederick","MD","2023","36","31519","Frederick, MD","80.29","176456","18","70036","1150481","1045285","105196","722591","84874","78534","6340",,,"0","0","0",,"0","0",,"677642","11688",,"3659312","0"
"30073","Virginia Railway Express","Full Reporter","Independent Public Agency or Authority of Transit Service","Alexandria","VA","2023","99","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","730","2415555","2511061","2413451","97610","2483286","86397","78877","7520",,,"0","387183","372045","15138","13225","12005","1220","1466250",,,"45696464","177.22"
"30074","Harford County Maryland, dba: Harford Transit LINK","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Bel Air","MD","2023","25","06290","Bel Air--Aberdeen, MD","107.2","214647","527","262977","0","1016258","0","0","0","58226","0",,,"0","0","0",,"0","0",,"319513",,"0","0","0"
"30075","Delaware Transit Corporation","Full Reporter","Independent Public Agency or Authority of Transit Service","Dover","DE","2023","498","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","1948","1018396","18570151","16116866","2453285","9444009","1058199","941997","116202","0","0","0","0","0",,"0","0",,"7629486","518196","0","49897548","0"
"30076","Williamsburg Area Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Williamsburg","VA","2023","19","95411","Williamsburg, VA","69.87","89585","65","81100","1030200","974210","55990","977403","60512","55611","4901","0","0","0","0","0",,"0","0",,"740818","16137","0","3497142","0"
"30077","Borough of Pottstown, dba: Pottstown Area Rapid Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Pottstown","PA","2023","6","69076","Philadelphia, PA--NJ--DE--MD","1898.19","5696125","34","54000","318983","310459","8524","287768","27560","24522","3038","0","0","0","0","0",,"0","0",,"138196","4370","0","240733","0"
"30078","Southwestern Pennsylvania Commission, dba: CommuteInfo","Full Reporter","MPO, COG or Other Planning Agency","Pittsburgh","PA","2023","14","69697","Pittsburgh, PA","906.64","1745039","833","1614197","197070","197070","0","0","4436","4436","0",,,"0","0","0",,"0","0",,"22169",,,"758063","0"
"30079","City of Fredericksburg, dba: Fredericksburg Regional Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Fredericksburg","VA","2023","20","31600","Fredericksburg, VA","89.62","167679","242","113716","0","548622","0","0","0","37811","0",,,"0","0","0",,"0","0",,"288349",,,"0","0"
"30080","Arlington County, Virginia, dba: Arlington Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Arlington","VA","2023","77","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","26","234200","2316340","2176931","267076","1937527","226096","213565","20215","0","0","0","0","0",,"0","0",,"2097034","47932","0","5273946","0"
"30081","Loudoun County, dba: Loudoun County Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Leesburg","VA","2023","73","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","520","373694","2842794","2090842","751952","1991212","128624","108246","20378",,,"0","0","0",,"0","0",,"526819","14974",,"7797386","0"
"30083","Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Hampton","VA","2023","349","90892","Virginia Beach--Norfolk, VA","481.67","1451578","438","1150833","13803862","14135835","450795","10151007","1015292","997089","47525","0","0","0","328622","328493","129","27450","27429","21","7167154","357894","0","36797144","59.84"
"30085","Prince George's County, Maryland, dba: Prince George's County Transit/TheBus","Full Reporter","City, County or Local Government Unit or Department of Transportation","Upper Marlboro","MD","2023","96","92242","Washington--Arlington, DC--VA--MD","1294.51","5174759","487","967201","3760419","3245730","514689","2992227","318075","276295","41780",,,"0","0","0",,"0","0",,"1800711","7379",,"13130314","0"
"30087","County of Fayette, dba: Fayette Area Coordinated Transportation","Full Reporter","City, County or Local Government Unit or Department of Transportation","Uniontown","PA","2023","27","00042","Pennsylvania Non-UZA","0","4196634","812","136606","1355147","1187290","167857","490528","69037","60961","8076","0","0","0","0","0",,"0","0",,"181885","11131","1294","2022566","0.35"
"30088","County Commissioners of Charles County, MD, dba: PGM VanGO","Full Reporter","City, County or Local Government Unit or Department of Transportation","La Plata","MD","2023","32","91261","Waldorf, MD","59.35","118601","458","170102","1873352","1749203","124149","1356326","105952","100877","5075","0","0","0","0","0",,"0","0",,"542316","24247",,"4398362","0"
"30089","Monongalia County Urban Mass Transit Authority, dba: Mountain Line Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Morgantown","WV","2023","30","59275","Morgantown, WV","40.7","77620","293","105822","0","1566180","0","0","0","75730","0",,,"0","0","0",,"0","0",,"620093",,"0","0","0"
"30090","Eastern Panhandle Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Martinsburg","WV","2023","27","36190","Hagerstown, MD--WV--PA--VA","120.77","197557","121","188469","0","633257","0","0","0","33473","0",,,"0","0","0",,"0","0",,"139260",,"0","0","0"
"30091","Town of Blacksburg, dba: Blacksburg Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","Blacksburg","VA","2023","34","08002","Blacksburg--Christiansburg, VA","33.98","72400","36","70032","1057635","970178","87457","840351","97067","92884","4183","0","0","0","0","0",,"0","0",,"3520078","14909","0","6571617","0"
"30092","The County Commissioners of Carroll County, Maryland, dba: Carroll Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Westminster","MD","2023","23","31519","Frederick, MD","80.29","176456","452","172891","0","706670","0","0","0","54574","0",,,"0","0","0",,"0","0",,"104170",,"35814","0","0"
"30093","City of Hazleton, dba: Hazleton Public Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Hazleton","PA","2023","11","37945","Hazleton, PA","19.02","50860","46","82286","0","414811","0","0","0","30615","0",,,"0","0","0",,"0","0",,"145497",,"0","0","0"
"30094","City of Harrisonburg","Full Reporter","City, County or Local Government Unit or Department of Transportation","Harrisonburg","VA","2023","32","37162","Harrisonburg, VA","31.1","73377","17","53162","760033","723646","36387","591583","75557","72014","3543","0","0","0","0","0",,"0","0",,"1522746","39536","0","3218771","0"
"30095","County of Lebanon Transit Authority, dba: Lebanon Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Lebanon","PA","2023","23","48664","Lebanon, PA","32.71","75485","362","146164","730450","691775","38675","446618","43444","40846","2598",,,"0","0","0",,"0","0",,"243772","3906",,"1506617","0"
"30096","The Tri-County Council for the Lower Eastern Shore of Maryland, dba: Shore Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Salisbury","MD","2023","30","78364","Salisbury, MD--DE","48.39","78075","1031","181696","1795318","1617398","177920","1112675","87444","76576","10868",,,"0","0","0",,"0","0",,"213781","33095",,"6003442","0"
"30099","City of Winchester, dba: WinTran","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Winchester","VA","2023","8","96103","Winchester, VA","42.22","83377","9","28136","0","226791","0","0","0","20219","0",,,"0","0","0",,"0","0",,"180625",,"0","0","0"
